web_scraper_order,web_scraper_start_url,pagination,data,data2,data3,data4,image
"1781563353-86","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=25","T3   Arrendamento totalmente equipado no Olivais Shopping (Spacio) c/","2.100 €","Olivais - Hoje às 14:48","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563353-87","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=25","T3 Renovado com Garagem na Rua D. Pedro V, Gaia – A Estrear","1.300 €","Mafamude E Vilar Do Paraíso - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563353-88","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=25","Apartamento T3 como novo situado 10min Coimbra","800 €Negociável","Casal Comba - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563353-89","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=25","Apartamento Duplex Remodelado no Restelo com Varanda e Estacionamento","1.500 €","Belém - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563353-90","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=25","Apartamento T1 em Alvalade","2.425 €","Alvalade - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-91","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento com 1 quartos - localizado em Cedofeita Porto","800 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/j8f0aj0nzv191-PT/image;s=538x359;q=50"
"1781563357-92","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T3 em Campo de Santana - Santa Marta","2.765 €","Santo António - Hoje às 16:31","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/v8ne8agy4tew-PT/image;s=538x359;q=50"
"1781563357-93","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 DISPONÍVEL Totalmente envidraçado e equipado DESPESAS INCLUÍDAS","1.400 €","Lumiar - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/ozgp431fvveh2-PT/image;s=778x359;q=50"
"1781563357-94","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento com 2 quartos - localizado em Santa Apolónia Lisbon","1.200 €","São Vicente - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/7ktnue7b2bxo3-PT/image;s=538x359;q=50"
"1781563357-95","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T0 para arrendamento Rua de Montarroio","450 €","Coimbra (Sé Nova, Santa Cruz, Almedina E São Bartolomeu) - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/kwmoeqjhuzbh1-PT/image;s=510x680;q=50"
"1781563357-96","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 Marina Village olhão","1.100 €Negociável","Olhão - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-97","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento com 3 quartos - localizado em Santo Ildefonso Porto","1.350 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-98","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 para arrendamento","1.200 €","Barreiro E Lavradio - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-99","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 com terraço - Bairro das Artes, Cedofeita","1.100 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-100","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 em Chiado","2.770 €","Santa Maria Maior - Hoje às 16:46","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-101","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 em S. Félix da Marinha, Vila Nova de Gaia","950 €","São Felix da Marinha - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-102","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 Ajuda - arrendamento","1.300 €","Penha De França - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-103","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 para arrendamento","1.400 €","Almada, Cova Da Piedade, Pragal E Cacilhas - Hoje às 15:16","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-104","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 de luxo em Belém","3.700 €","Belém - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-105","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 para arrendamento","1.500 €","Rio Maior - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-106","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T3 com 2 varandas em Montijo","1.300 €","Montijo E Afonsoeiro - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-107","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento com 1 quartos - localizado em Bonfim Porto","1.000 €","Bonfim - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-108","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 de Luxo para Arrendamento(PORTO)RUA SILVA BRINCO S MAMEDE INFESTA, PORTO","1.300 €","Vila do Conde - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-109","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 para arrendamento","1.400 €","Carnide - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-110","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T3 em São Pedro do Sul","900 €","São Pedro Do Sul, Várzea E Baiões - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-111","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 para arrendamento","1.350 €","Mafamude E Vilar Do Paraíso - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-112","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento com 2 quartos - localizado em Sete Rios Lisbon","2.500 €","Campolide - Hoje às 12:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-113","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 na Póvoa de Santo Adrião, Odivelas, Lisboa","1.300 €","Póvoa De Santo Adrião E Olival Basto - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-114","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 Renovado com Vista para o Parque Central da Amadora | A 2 Minuto...","1.250 €","Falagueira-Venda Nova - Hoje às 10:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-115","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 com piscina, Monte Estoril, Cascais","6.000 €","Cascais E Estoril - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-116","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T1 Gondomar 5 minutos do centro","800 €","Gondomar (São Cosme), Valbom E Jovim - 08 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-117","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Espaçoso Apartamento T1 com Patio na Lapa, Lisboa -  Para Arrendar","1.350 €","Estrela - 12 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-118","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T3 renovado com lug. garagem e arrumos, Mafamude - Arrendamento","1.400 €","Mafamude E Vilar Do Paraíso - Hoje às 12:31","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-119","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T1 com Parqueamento e Varanda no Feijó - Excelente Localização","1.000 €","Laranjeiro E Feijó - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-120","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 com Garagem Fechada na Praia da Barra","1.500 €","Gafanha Da Nazaré - Hoje às 16:01","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-121","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 semi novo, equipado e mobilado no centro histórico d...","800 €","São Vicente - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-122","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 para arrendamento","1.600 €","Arroios - 11 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-123","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 renovado no coração de Lisboa na Rua Morais Soares","1.300 €","Penha De França - 13 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-124","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 na Urbanização Jardins do Cristo Rei com Box e Terraço","1.400 €","Moscavide E Portela - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-125","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T1 Mobilado com Pátio Privativo | Próximo do Mercado do Bolhão","950 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-126","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T1 em Saldanha - Picoas","2.445 €","Arroios - Hoje às 10:01","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-127","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","T2 Remodelado em S. Pedro de Sintra","1.490 €","Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 09 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-128","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 Vila Nova de Gaia","950 €","Mafamude E Vilar Do Paraíso - 10 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-129","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T3, Rua Silva Carvalho, lugar de parqueamento","2.250 €","Campo De Ourique - Hoje às 10:24","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563357-130","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=24","Apartamento T2 em Av. da Liberdade - Marquês de Pombal","4.350 €","Avenidas Novas - 14 de junho de 2026","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
"1781563360-131","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","Apartamento T3 em Chaves","600 €","Santa Maria Maior - 11 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/qqayjutpzlde2-PT/image;s=510x1104;q=50"
"1781563360-132","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","Apartamento T3 para arrendamento","6.500 €","Cascais E Estoril - Hoje às 11:31","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/vyv2rizg6bew2-PT/image;s=510x383;q=50"
"1781563360-133","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","Estúdio - localizado em Setubal","950 €","Setúbal (São Julião, Nossa Senhora Da Anunciada E Santa Maria Da Graça) - 14 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/7n9x8h1eaezg3-PT/image;s=538x359;q=50"
"1781563360-134","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","T2 Renovado para arrendamento em S. João do Estoril – Pronto a Estrear","1.500 €","Cascais E Estoril - 09 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/8bfhc943w43l1-PT/image;s=538x359;q=50"
"1781563360-135","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","Ouro Residence","4.280 €","Lordelo Do Ouro E Massarelos - 13 de junho de 2026","Seguir","https://ireland.apollo.olxcdn.com:443/v1/files/l7cyxg8ea6iy1-PT/image;s=540x359;q=50"
"1781563360-136","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/","https://www.olx.pt/imoveis/apartamento-casa-a-venda/apartamentos-arrenda/?page=23","T1+1 com lugar de garagem | Próximo da Boavista e Casa da Música","1.100 €","Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau E Vitória - Hoje às 12:06","Seguir","https://www.olx.pt/app/static/media/no_thumbnail.15f456ec5.svg"
